0.0  0
0.0  0
0.0  952
1.0  952
2.0  490
3.0  16.5
4.0  78.7
5.0  47.8
6.0  47.8
7.0  24.2
8.0  81.9
9.0  95.6
10.0  95.6
11.0  95.6
12.0  48.3
13.0  0
14.0  0
15.0  0
16.0  0
17.0  0
18.0  463
19.0  477
20.0  478
21.0  478
22.0  478
23.0  478
24.0  474
